site,data_coleta,titulo,endereco,valores,atributos,descricao
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 28 m²
              ","
                Rua Desembargador Westphalen, 265, Centro - Curitiba
                ","Aluguel R$ 900,00 Condomínio R$ 350,00 Seguro Incêndio R$ 26,26Total R$ 1.276,26","28 m², 1 banheiro, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento localizado no Centro de Curitiba contendo:Um dormitórioSala CozinhaBanheiroViva com a comodidade de estar perto de diversas opções de serviços e mobilidade.Vantagens:Ótima localização, a região é bem servida de  mercados, farmácias, bancos, colégios e outros comércios. Imóvel localizado ao lado da Praça Rui Barbosa Área Comum:Churrasqueira no terraçoProximidades:Colégio Bom Jesus, FAE, Praça Rui Barbosa, Santa CasaInformações Adicionais:Andar: 9Aquecimento: ElétricoÁrea total: 28m²Área privativa: 25m²Elevador: simEdifício: Condomínio Edifício Presidente Entre Ruas: : Pedro Ivo e André de Barros Garagem: não CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Tingui em Curitiba, 38 m²
              ","
                Rua Nicolau Salomão, 862, Tingui - Curitiba
                ","Aluguel R$ 900,00 Condomínio R$ 200,00 Seguro Incêndio R$ 26,26Total R$ 1.126,26","38 m², 1 banheiro, 1 vaga, 1 quarto, pet","
                          Apartamento com
                          1 quarto
                          no Bairro Tingui
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento localizado no bairro Tingui, contendo:- sala para dois ambientes- cozinha com pia - um dormitório - banheiro - área de serviço conjugada com a cozinha com tanqueVantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialProximidadesSupermercado Ítalo, Upa 24 horas Boa Vista, Unidade de Saúde TinguíInformações adicionais:Área privativa: 38m² Área total: 38m² Elevador: nãoandar: 1ºGaragem: sim, rotativa e descoberta CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Boa Vista em Curitiba, 36 m²
              ","
                Rua Delegado Miguel Zacarias, 375, Boa Vista - Curitiba
                ","Aluguel R$ 900,00 Condomínio R$ 300,00 Seguro Incêndio R$ 26,26Total R$ 1.226,26","36 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Boa Vista
                      Imóvel com gestão exclusiva ApolarCaracterísticas:O apartamento dispõe de uma sala espaçosa para dois ambientes e a cozinha equipada com pia e gabinete, é prática e funcional. A área de serviço é conjugada com a cozinha e possui um tanque.O imóvel conta com dois dormitórios, sendo um deles com varal externo, proporcionando uma solução prática para secagem de roupas e o  banheiro social é equipado com box de acrílicoAlém disso, o apartamento possui uma vaga de garagem coberta e individual.A localização é um grande atrativo deste imóvel. Situado ao lado do Posto de Saúde Abaeté, oferece também fácil acesso a diversas regiões, além de estar próximo a diversas opções de comércio e lazer.Este apartamento é uma excelente opção para quem busca conforto e conveniência. Agende sua visita e venha conhecer seu novo lar!Vantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comumchurrasqueirasProximidadesEscola de Ensino Fundamental Doutel de Andrade, Unidade de Saúde AbaetéInformações adicionais:Área privativa: 36,40m² Área total: 36,40m² Elevador: nãoEdifício: Abaeté VIIIandar: 1ºGaragem: sim**VALOR DO IPTU NÃO LANÇADO, COMPETENCIA 2024 NÃO SAIU AINDA** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cristo Rei em Curitiba, 40 m²
              ","
                Rua Governador Agamenon Magalhães, 173, Cristo Rei - Curitiba
                ","Aluguel R$ 900,00 Condomínio R$ 680,00 Seguro Incêndio R$ 26,26Total R$ 1.606,26","40 m², 1 banheiro, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Cristo Rei
                      Imóvel com gestão exclusiva ApolarExcelente apartamento, localizado no bairro Cristo Rei na região de Curitiba, contendo;- Sala ampla.- Cozinha com armários e pia.- Área de Serviço com tanque.- Bwc Social com box de acrílico.- Dormitório I com armário. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Campo De Santana em Curitiba, 48 m²
              ","
                Rua Ângelo Tozim, 1060, Campo De Santana - Curitiba
                ","Aluguel R$ 890,00 Condomínio R$ 400,00 Seguro Incêndio R$ 26,26Total R$ 1.316,26","48 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Campo De Santana
                      Imóvel com gestão exclusiva ApolarApartamento no Campo de Santana com:Sala de estar com piso laminado, Sacada,Cozinha com armários planejados e fogão de 4 bocas Banheiro social com box de vidro, louça em cerâmica e espelho2 Dormitórios com piso laminado,1 vaga de garagemVantagens:Apartamento arejado e ensolaradoExcelente acabamentoProximidades:Rod. Régis BittencourtInformações Adicionais:Andar: 2Aptos por andar: 4Aquecimento: elétricoÁrea total:  48  m²Área privativa:  44 m²Elevador: NãoEdifício: PadovaEntre Ruas: Augusto Oleskowicz e Tv. OliveiraGaragem: Sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Campo Comprido em Curitiba, 52 m²
              ","
                Rua Almir Nelson De Almeida, 290, Campo Comprido - Curitiba
                ","Aluguel R$ 850,00 Condomínio R$ 550,00 Seguro Incêndio R$ 26,26Total R$ 1.426,26","52 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Campo Comprido
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento em Condomínio Residencial América do Sul, térreo, contendo:2 dormitórios, piso cerâmico.Sala ampla para 2 ambientes,  cortinas, piso cerâmico.Cozinha com  armários  Área de Serviço,  tanque,  varal.Banheiro social  , Box de vidro.Estacionamento para um carro, vaga rotativaVantagens:Apartamento com ótima localização, bem iluminado e ventilado.O condomínio oferece:* Quadra de futebol;* Playground ;* Salão de festas;* Portaria 24 horas* Churrasqueira*Interfone Proximidades:Supermercado Tissi, R. Renato Polatti, e grande variedade de comércio na região. Informações Adicionais:Andar: térreoAquecimento: ElétricoÁrea total: 52,16m²Área privativa: 42,41m²Elevador: NãoEstacionamento: Sim, 1 vaga rotativaEntre Ruas: R. Renato Polatti e R. Mario Zanlorenzi CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Campo Comprido em Curitiba, 40 m²
              ","
                Rua Íris Antônio Campos, 250, Campo Comprido - Curitiba
                ","Aluguel R$ 850,00 Condomínio R$ 415,47 Seguro Incêndio R$ 26,26Total R$ 1.291,73","40 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Campo Comprido
                      Imóvel com gestão exclusiva ApolarCaracterísticas: Excelente  apartamento bem localizado no bairro Campo Comprido em Curitiba, com aproximadamente 40,39m² de área total, contendo:2 dormitórios  amplos, com piso parquet, sendo um com balcão,Sala ampla para 2 ambientes, piso parquet, balcão e mesa com 4 cadeiras, cozinha conjugada com área de serviço, toda revestida em azulejo com pia, tampa em inox, armário, fogão e exaustor, banheiro social com box e espelho.   Vantagens:Local calmo e seguro, com toda a infraestrutura de transporte e comércio que atende a regiãoÁrea comum:  Salão de festasQuadra poliesportiva playground Portaria 24hProximidades:Bosque Santa QuitériaArmazém do Bira  Escola Atuação Educação Infantil e Ensino FundamentalInformações Adicionais:andar: 1ºAquecimento: ElétricoÁrea total: 40,39m²Área privativa: 40,39m²Elevador: NãoSuite: Não Edifício: Residencial Buriti  Garagem: 1 vaga rotativa  CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no São Francisco em Curitiba, 40 m²
              ","
                Rua Treze De Maio, 981, São Francisco - Curitiba
                ","Aluguel R$ 850,00 Condomínio R$ 500,00 Seguro Incêndio R$ 26,26Total R$ 1.376,26","40 m², 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro São Francisco
                      Imóvel com gestão exclusiva ApolarÓtimo Apartamento com piso em cerâmica contendo:- Sala Ampla- Cozinha com armarios, pia com tampo em granito- Área de serviço com tanque- BWC social todo em cerâmica com box de vidro- 01 dormitorio - Sacada com tela- Vista previlegiada- Condominio CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Barreirinha em Curitiba, 41 m²
              ","
                Rua Maria De Lourdes Kudri, 127, Barreirinha - Curitiba
                ","Aluguel R$ 850,00 Seguro Incêndio R$ 26,26Total R$ 876,26","41 m², 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Barreirinha
                      Imóvel com gestão exclusiva ApolarAPARTAMENTO NO BAIRRO BARREIRINHA EM CURITIBA, CONTENDO:- SALA COM PISO DE MADEIRA TACO E RACK DE MADEIRA.- COZINHA COM PISO CERÂMICO, ARMÁRIO SUSPENSO E 01 COOKTOP COM 04 BOCAS.- 02 DORMITÓRIOS COM PISO DE MADEIRA TACO.- BANHEIRO COM PISO CERÂMICO, BOX DE VIDRO, ESPELHO E CHUVEIRO.   CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Tingui em Curitiba, 38 m²
              ","
                Rua Nicolau Salomão, 862, Tingui - Curitiba
                ","Aluguel R$ 850,00 Condomínio R$ 200,00 Seguro Incêndio R$ 26,26Total R$ 1.076,26","38 m², 1 banheiro, 1 vaga, 1 quarto, pet","
                          Apartamento com
                          1 quarto
                          no Bairro Tingui
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento localizado no bairro Tingui, contendo:- sala para dois ambientes- cozinha com pia - um dormitório - banheiro - área de serviço conjugada com a cozinha com tanqueVantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialProximidadesSupermercado Ítalo, Upa 24 horas Boa Vista, Unidade de Saúde TinguíInformações adicionais:Área privativa: 38m² Área total: 38m² Elevador: nãoandar: 1ºGaragem: sim, rotativa e descoberta CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Umbará em Curitiba, 48 m²
              ","
                Rua Bôrtolo Pelanda, 1700, Umbará - Curitiba
                ","Aluguel R$ 850,00 Condomínio R$ 281,00 Seguro Incêndio R$ 26,26Total R$ 1.157,26","48 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Umbará
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento, em Curitiba, no residencial Campo Bello I, no coração bairro Umbará, próximo ao barracão/depósito da Destro Macro Atacado, contendo: Sala ampla para dois ambientes, sofá de três lugares, mesa com quatro cadeiras e com o piso em cerâmica;Cozinha toda azulejada, armários, geladeira, fogão e com piso em cerâmica;Área de serviço, conjugada com a cozinha, com tanque em pvc e piso em cerâmica;Os dormitórios são todos com o piso em cerâmica. Destaque para o quarto maior, que contém uma cama de casa e guarda roupas;O Banheiro tem  box de vidro, armários, com piso e louça em cerâmica;1 vaga de garagem. Vantagens:Ótima localização, próximo a Barracão do depósito do Destro Macro atacado e da Rua Nicola Pelanda. Mobilidade urbana diferenciada, além da região ser bem servida de: Academia, farmácia, posto de saúde, escolas, bancos. Há várias linhas de ônibus na rua interligando aos principais terminais de cidade, rodoviária, aeroporto e o centro comercial de Curitiba. Área Comum:Portaria 24 horas, churrasqueira, Salão de Festas, quadra poliesportivaProximidades:Próximo a Rua Nicola Pellanda. Barracão da Destro Macro AtacadoInformações Adicionais: Andar: 2ºAptos por andar: 2Aquecimento: elétricoÁrea total: 48 m²Área privativa:  45 m²Elevador:  simEdifício: Condomínio Residencial Campo Bello IEntre Ruas: Rua Valdomiro Rodrigues, Rua Dilson Luiz Garagem: Sim -1 vaga**VALOR DE IPTU NÃO LANÇADO, COMPETENCIA 2024 NÃO SAIU AINDA** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cajuru em Curitiba, 42 m²
              ","
                Rua Fortaleza, 632, Cajuru - Curitiba
                ","Aluguel R$ 840,00 Condomínio R$ 310,00 Seguro Incêndio R$ 26,26Total R$ 1.176,26","42 m², 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Cajuru
                      Imóvel com gestão exclusiva ApolarOtimo Apartamento em condominio fechado contendo;- 2 Dormitorios - sala- Cozinha- 1 Banheiro com box- Lavanderia- 1 Vaga de garagem descoberta  CRECI: J-03627"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Tatuquara em Curitiba, 77 m²
              ","
                Rua Dilson Luiz, 1238, Tatuquara - Curitiba
                ","Aluguel R$ 800,00 Condomínio R$ 240,00 Seguro Incêndio R$ 32,11Total R$ 1.072,11","77 m², 1 banheiro, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Tatuquara
                      Imóvel com gestão exclusiva ApolarCaracterísticas: Apartamento novo, primeiro moradia, muito bem localizado no bairro Umbará em Curitiba, pronto para morar próximo  a Unidade de Saúde Palmeiras e a central de distribuição do Destro Atacadista, com aproximadamente 77,48 m²com:Cozinha com pia, conjugada com área de serviço, também com tanque em PVC, em partes azulejada; Sala para dois ambientes, com piso laminado;Os dormitórios são todos com o piso em laminado;Banheiro social com piso e louça em cerâmica.Vantagens:Imóvel pronto para morarExcelente região da cidadeEnsolaradoPróximo ao posto de saúde Palmeiras, Centro de distribuição do Destro Macroatacado, BR 116 (Ceasa)Área Comum:Portaria 24hSalão de festas PlaygroundBicicletáriosÁrea para piqueniqueHortaProximidades:Unidade de Saúde PalmeirasLC Turismo - Transporte de Passageiros, Cargas e EncomendasAuto posto AmbientalSupermercados GS Informações Adicionais:Aptos por andar: 4Aquecimento: Elétrico Área total: 77,4m²Área privativa: 38,68m²Elevador: Não  Edifício: Chácara das parreiras lGaragem: não**OBS: SEM VALOR DE IPTU LANÇADO, AGUARDANDO COMPETÊNCIA DE 2024** CRECI: J-04232"
